Country,ISO3,Region,income category,HepBintroduced,HepBintroducedBirth,HepB3dose,HepBbirth,schedule,Type,PreU5EstPre,PreU5EstPreLowCI,PreU5EstPreHighCI,PreU5EstCar,PreU5EstCarLowCI,PreU5EstCarHighCI,PreGPEstPre,PreGPEstPreLowCI,PreGPEstPreHighCI,PreGPEstCar,PreGPEstCarLowCI,PreGPEstCarHighCI,PostU5EstPre,PostU5EstPreLowCI,PostU5EstPreHighCI,PostU5EstCar,PostU5EstCarLowCI,PostU5EstCarHighCI,PostGPEstPre,PostGPEstPreLowCI,PostGPEstPreHighCI,PostGPEstCar,PostGPEstCarLowCI,PostGPEstCarHighCI,NumCarPrevU5,NumCarPrevU5LowCI,NumCarPrevU5HighCI,NumCarPrevGP,NumCarPrevGPLowCI,NumCarPrevGPHighCI,pop1990,pop1991,pop1992,pop1993,pop1994,pop1995,pop1996,pop1997,pop1998,pop1999,pop2000,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006,pop2007,pop2008,pop2009,pop2010,pop2011,pop2012,pop2013,pop2014,pop2015,U51990,U51995,U52000,U52005,U52010,U52015,births-1980-1985,births-1985-1990,births-1990-1995,births-1995-2000,births-2000-2005,births-2005-2010,births-2010-2015,InfMort1985-1990,InfMort1990-1995,InfMort1995-2000,InfMort2000-2005,InfMort2005-2010,InfMort2010-2015,UrbPop1990,UrbPop1995,UrbPop2000,UrbPop2005,UrbPop2010,UrbPop2015,Cov_HepB_BD_2015,Cov_HepB_BD_2014,Cov_HepB_BD_2013,Cov_HepB_BD_2012,Cov_HepB_BD_2011,Cov_HepB_BD_2010,Cov_HepB_BD_2009,Cov_HepB_BD_2008,Cov_HepB_BD_2007,Cov_HepB_BD_2006,Cov_HepB_BD_2005,Cov_HepB_BD_2004,Cov_HepB_BD_2003,Cov_HepB_BD_2002,Cov_HepB_BD_2001,Cov_HepB_BD_2000,Cov_HepB3_2015,Cov_HepB3_2014,Cov_HepB3_2013,Cov_HepB3_2012,Cov_HepB3_2011,Cov_HepB3_2010,Cov_HepB3_2009,Cov_HepB3_2008,Cov_HepB3_2007,Cov_HepB3_2006,Cov_HepB3_2005,Cov_HepB3_2004,Cov_HepB3_2003,Cov_HepB3_2002,Cov_HepB3_2001,Cov_HepB3_2000,Cov_HepB3_1999,Cov_HepB3_1998,Cov_HepB3_1997,Cov_HepB3_1996,Cov_HepB3_1995,Cov_HepB3_1994,Cov_HepB3_1993,Cov_HepB3_1992,Cov_HepB3_1991,Cov_HepB3_1990,PreU5EstPre-region,PreU5EstPreLowCI-region,PreU5EstPreHighCI-region,PreU5EstCar-region,PreU5EstCarLowCI-region,PreU5EstCarHighCI-region,PreGPEstPre-region,PreGPEstPreLowCI-region,PreGPEstPreHighCI-region,PreGPEstCar-region,PreGPEstCarLowCI-region,PreGPEstCarHighCI-region,PostU5EstPre-region,PostU5EstPreLowCI-region,PostU5EstPreHighCI-region,PostU5EstCar-region,PostU5EstCarLowCI-region,PostU5EstCarHighCI-region,PostGPEstPre-region,PostGPEstPreLowCI-region,PostGPEstPreHighCI-region,PostGPEstCar-region,PostGPEstCarLowCI-region,PostGPEstCarHighCI-region,NumCarPrevU5-region,NumCarPrevU5LowCI-region,NumCarPrevU5HighCI-region,NumCarPrevGP-region,NumCarPrevGPLowCI-region,NumCarPrevGPHighCI-region,PreU5EstPre-income,PreU5EstPreLowCI-income,PreU5EstPreHighCI-income,PreU5EstCar-income,PreU5EstCarLowCI-income,PreU5EstCarHighCI-income,PreGPEstPre-income,PreGPEstPreLowCI-income,PreGPEstPreHighCI-income,PreGPEstCar-income,PreGPEstCarLowCI-income,PreGPEstCarHighCI-income,PostU5EstPre-income,PostU5EstPreLowCI-income,PostU5EstPreHighCI-income,PostU5EstCar-income,PostU5EstCarLowCI-income,PostU5EstCarHighCI-income,PostGPEstPre-income,PostGPEstPreLowCI-income,PostGPEstPreHighCI-income,PostGPEstCar-income,PostGPEstCarLowCI-income,PostGPEstCarHighCI-income,NumCarPrevU5-income,NumCarPrevU5LowCI-income,NumCarPrevU5HighCI-income,NumCarPrevGP-income,NumCarPrevGPLowCI-income,NumCarPrevGPHighCI-income
Maldives,MDV,SEARO,Upper middle income,1992,2000,99,99,"birth; 2, 4, 6 months;",HepB monovalent; DTwPHibHepB,2.1,0.2,21.2,1,0,8,2.1,0.2,21,8,1,76,0.2,0,2.4,0,0,1,1.4,0.1,14.8,5,0,54,1,0,7,3,0,24,223.215,229.754,236.19,242.459,248.433,254.082,259.327,264.275,269.206,274.484,280.384,287.027,294.341,302.209,310.423,318.836,327.371,336.07,345.054,354.501,364.511,375.131,386.203,397.397,408.247,418.403,42.526,39.92,33.003,29.913,32.949,38.423,42.092,46.604,42.867,34.708,30.8,33.475,38.794,75.918,60.499,44.287,26.7,14.781,8.971,25.84,25.638,27.706,33.75,39.984,45.536,99,99,99,99,98,97,99,99,99,99,99,98,98,98,98,62,99,99,99,99,96,97,98,98,98,98,98,97,98,98,98,96,90,45,50,96,80,63,21,,,,2.4,1.7,4.5,4267,3010,8040,2.4,1.7,4.6,46011,33522,88736,0.7,0.5,1.6,1238,818,2830,2,1.5,4,39359,28800,76506,3012,2049,5336,11800,8445,21700,5,3.8,6.8,9354,7204,12759,5.4,4.4,7,141515,113024,183077,0.67,0.45,1.05,1267,845,1976,4.57,3.66,5.88,118877,95081,152874,8091,6039,11006,25987,20159,34973
Mexico,MEX,PAHO,Upper middle income,1999,2010,82,98,"birth; 2, 6 months; >=10 years;",HepB_Pediatric; HepB_Adult (risk groups not yet vaccinated),0.4,0.3,0.5,41,30,57,0.4,0.3,0.5,449,336,600,0,0,0.1,5,3,7,0.3,0.2,0.4,349,261,462,37,26,51,120,89,162,85357.874,87071.512,88828.31,90600.453,92349.147,94045.579,95687.452,97281.739,98821.456,100300.579,101719.673,103067.068,104355.608,105640.453,106995.583,108472.228,110092.378,111836.346,113661.809,115505.228,117318.941,119090.017,120828.307,122535.969,124221.6,125890.949,11520.604,11838.199,12024.875,11742.222,11443.08,11533.065,11843.488,12094.894,12305.32,12356.244,12090.126,11696.515,11767.045,39.506,33.085,27.696,20.504,19.927,18.787,71.419,73.368,74.722,76.308,77.825,79.246,98,90,82,90,98,84,,,,,,,,,,,82,84,82,99,98,93,95,97,98,98,98,98,98,97,97,97,,,,,,,,,,,0.9,0.6,2.4,675,417,1790,0.9,0.6,2.1,8345,5485,20385,0.2,0.1,0.5,133,73,406,0.7,0.4,1.6,6623,4359,16088,540,330,1395,2072,1320,5198,5,3.8,6.8,9354,7204,12759,5.4,4.4,7,141515,113024,183077,0.67,0.45,1.05,1267,845,1976,4.57,3.66,5.88,118877,95081,152874,8091,6039,11006,25987,20159,34973
Marshall Islands,MHL,WPRO,Upper middle income,1988,2000,85,99,"birth; 2, 6, months; 2, 4, 6 months;",HepB_Pediatric; DTaPHepIPV,11.1,8,15.2,0,0,0,11.2,8.2,14.8,6,4,7,1.6,1,2.4,0,0,0,8.8,6.4,11.6,5,3,6,0,0,0,1,1,1,47.298,48.475,49.378,50.048,50.575,51.015,51.401,51.692,51.925,52.079,52.159,52.183,52.158,52.116,52.074,52.055,52.078,52.137,52.218,52.32,52.425,52.542,52.663,52.793,52.898,52.994,,,,,,,,,,,,,,,,,,,,65.054,66.727,68.358,69.901,71.343,72.684,99,76,81,85,92,99,98,94,90,90,99,91,93,90,99,99,85,79,80,80,89,97,99,97,93,97,89,72,74,80,76,38,80,80,70,68,47,46,17,24,17,10,7.3,5.7,9.2,8634,6791,10882,7.3,6,8.9,135566,109881,165204,0.9,0.6,1.3,1096,760,1525,6.2,5.1,7.6,114754,93088,139501,7547,5755,9539,23990,19015,29870,5,3.8,6.8,9354,7204,12759,5.4,4.4,7,141515,113024,183077,0.67,0.45,1.05,1267,845,1976,4.57,3.66,5.88,118877,95081,152874,8091,6039,11006,25987,20159,34973
The former Yugoslav Republic of Macedonia,MKD,EURO,Upper middle income,2004,2006,92,98,"birth; 1, 6 months; 2, 6 months;",HepB_Pediatric; DTaPHibHepIPV (From August 2015),2.2,0.4,12.3,3,0,14,2.2,0.4,12.4,46,7,256,0.2,0,1.3,0,0,2,1.9,0.3,10.9,40,6,226,2,0,13,7,1,40,1996.228,1993.302,1988.659,1984.028,1981.703,1983.252,1989.443,1999.599,2012.057,2024.394,2034.819,2042.842,2048.928,2053.426,2057.047,2060.272,2063.145,2065.458,2067.378,2069.093,2070.739,2072.383,2074.036,2075.739,2077.495,2079.308,173.58,158.21,136.314,124.035,112.711,116.009,202.577,185.859,165.599,139.076,126.73,114.349,117.163,40.04,26.545,18.436,12.946,10.752,9.023,57.789,59.587,58.548,57.527,56.992,57.104,98,98,98,99,97,95,93,92,90,88,,,,,,,92,97,97,98,96,90,95,97,96,89,53,,,,,,,,,,,,,,,,2.3,1.6,3.8,1296,907,2156,2,1.4,3.2,18019,13147,28637,0.4,0.2,0.8,233,144,439,1.6,1.2,2.6,14705,10744,23468,1059,726,1773,3757,2679,6015,5,3.8,6.8,9354,7204,12759,5.4,4.4,7,141515,113024,183077,0.67,0.45,1.05,1267,845,1976,4.57,3.66,5.88,118877,95081,152874,8091,6039,11006,25987,20159,34973
Mali,MLI,AFRO,Low income,2002,2016,68,,"6, 10, 14 weeks;",DTwPHibHepB,11.7,8.7,15,381,285,490,11.5,8.8,14.7,2027,1556,2584,4.9,3.2,6.8,160,106,223,8.5,6.5,11.1,1503,1140,1947,220,159,296,775,581,1021,8465.188,8652.514,8868.263,9105.472,9353.385,9604.45,9856.81,10114.094,10380.835,10663.723,10967.69,11293.258,11638.929,12005.128,12391.906,12798.763,13227.064,13675.606,14138.216,14606.597,15075.085,15540.989,16006.67,16477.818,16962.846,17467.905,1579.898,1805.405,2070.303,2466.624,2931.546,3274.146,1841.366,1984.738,2210.745,2504.034,2893.166,3322.518,3639.774,139.029,127.009,121.268,106.593,89.117,78.502,23.322,25.519,28.356,32.06,35.996,39.916,,,,,,,,,,,,,,,,,68,77,71,68,66,72,71,74,74,90,83,73,79,,,,,,,,,,,,,,7.9,5.8,11.1,12545,9295,17765,7.6,5.8,10.6,75409,57512,104420,3,2,4.7,4883,3334,7571,6.1,4.6,8.5,59863,45409,83665,7631,5388,10905,26758,19760,37788,8.3,6,12.6,8468,6106,12909,7.9,5.8,12.6,50684,37266,80493,3.4,2.29,5.55,3483,2341,5676,6.37,4.65,10.29,40633,29675,65676,4954,3369,7698,17920,12878,27487
Malta,MLT,EURO,High income,2002,2016,95,,"12, 13, 18 months;",HepB_Pediatric,1.3,0.2,9.5,0,0,2,1.4,0.2,10.1,5,1,42,0.4,0.1,3.1,0,0,1,1.3,0.2,9.3,5,1,39,0,0,1,1,0,5,364.431,367.528,370.642,373.784,377.006,380.305,383.71,387.184,390.605,393.805,396.668,399.155,401.303,403.211,405.007,406.787,408.563,410.324,412.128,414.045,416.11,418.367,420.789,423.246,425.57,427.616,27.449,26.053,24.671,20.378,19.866,21.311,27.2,27.909,26.194,24.818,20.126,19.385,20.419,11.641,9.766,8.196,6.872,5.759,4.831,90.381,90.946,92.368,93.645,94.665,95.407,,,,,,,,,,,,,,,,,95,90,94,93,82,75,86,86,82,86,85,85,89,,,,,,,,,,,,,,2.3,1.6,3.8,1296,907,2156,2,1.4,3.2,18019,13147,28637,0.4,0.2,0.8,233,144,439,1.6,1.2,2.6,14705,10744,23468,1059,726,1773,3757,2679,6015,1,0.8,1.6,664,486,1040,1.1,0.8,1.6,12291,9346,18094,0.37,0.25,0.62,235,162,392,0.9,0.69,1.34,10352,7862,15312,427,305,670,2445,1814,3649
Myanmar,MMR,SEARO,Lower middle income,2002,2016,75,,"birth; 2, 4, 6 months;",HepB monovalent; DTwPHibHepB,4.8,0.3,46.1,218,15,2103,4.9,0.3,46.2,2626,172,24884,2,0.1,25.8,93,6,1179,4.2,0.3,41.3,2253,149,22249,126,9,919,601,39,5491,40626.25,41190.156,41711.465,42209.778,42712.223,43237.792,43793.31,44371.525,44959.935,45539.435,46095.462,46627.994,47140.22,47624.894,48073.707,48482.614,48846.474,49171.586,49479.752,49800.69,50155.896,50553.031,50986.514,51448.196,51924.182,52403.669,5165.424,4896.417,5057.418,5320.471,4917.189,4552.879,6045.493,5713.915,5389.873,5478.648,5742.874,5247.284,4795.682,81.251,72.76,65.199,57.873,52.222,45.008,24.57,25.525,26.968,28.93,31.405,34.098,,,,,,,,,,,,,,,,,75,75,75,58,40,92,91,85,85,75,62,39,8,,,,,,,,,,,,,,2.4,1.7,4.5,4267,3010,8040,2.4,1.7,4.6,46011,33522,88736,0.7,0.5,1.6,1238,818,2830,2,1.5,4,39359,28800,76506,3012,2049,5336,11800,8445,21700,4,3,6,12551,9367,18748,3.6,2.8,5.5,105876,81134,161331,1.25,0.87,2.08,3936,2749,6544,2.97,2.28,4.56,86777,66614,133271,8595,6143,12776,30465,22763,45774
Montenegro,MNE,EURO,Upper middle income,2006,,82,,"9, 13 weeks; 8 months;",HepB_Pediatric,2.1,0.4,12.7,1,0,5,2.1,0.3,12.8,11,1,67,0.7,0.1,4.4,0,0,2,1.9,0.3,11.5,9,1,59,1,0,3,2,0,11,615.002,615.741,617.172,618.852,620.084,620.414,619.707,618.216,616.34,614.65,613.56,613.175,613.382,614.097,615.145,616.388,617.832,619.484,621.205,622.852,624.285,625.466,626.386,627.094,627.674,628.178,51.537,46.26,41.573,40.302,39.739,37.177,55.52,52.78,48.663,43.466,41.445,40.688,37.417,21.499,17.917,11.57,11.57,10.89,4.083,48.037,53.365,58.544,62.2,63.096,64.026,,,,,,,,,,,,,,,,,82,87,90,90,91,90,87,93,90,90,,,,,,,,,,,,,,,,,2.3,1.6,3.8,1296,907,2156,2,1.4,3.2,18019,13147,28637,0.4,0.2,0.8,233,144,439,1.6,1.2,2.6,14705,10744,23468,1059,726,1773,3757,2679,6015,5,3.8,6.8,9354,7204,12759,5.4,4.4,7,141515,113024,183077,0.67,0.45,1.05,1267,845,1976,4.57,3.66,5.88,118877,95081,152874,8091,6039,11006,25987,20159,34973
Mongolia,MNG,WPRO,Lower middle income,1990,2000,99,97,"birth; 2, 3, 4 months;",HepB monovalent; DTwPHibHepB,16.3,12.7,20.5,55,43,69,16.3,13.2,20,481,389,591,1.7,1.1,2.6,6,4,9,10.8,8.8,13.3,320,261,394,49,38,62,169,133,211,2184.145,2217.918,2243.502,2263.2,2280.496,2298.039,2316.567,2335.695,2355.59,2376.162,2397.436,2419.776,2443.659,2469.286,2496.832,2526.446,2558.012,2591.67,2628.131,2668.289,2712.65,2761.516,2814.226,2869.107,2923.896,2976.877,332.055,282.071,233.94,221.603,280.317,359.078,344.594,372.822,307.883,248.935,232.989,291.082,369.462,91.733,67.546,53.932,40.815,30.511,22.79,57.033,56.805,57.133,62.494,67.567,72.04,97,97,97,97,96,95,98,94,97,98,89,98,99,98,98,96,99,99,98,99,99,96,97,96,98,98,98,98,98,98,95,93,92,91,88,93,88,67,69,47,18,,7.3,5.7,9.2,8634,6791,10882,7.3,6,8.9,135566,109881,165204,0.9,0.6,1.3,1096,760,1525,6.2,5.1,7.6,114754,93088,139501,7547,5755,9539,23990,19015,29870,4,3,6,12551,9367,18748,3.6,2.8,5.5,105876,81134,161331,1.25,0.87,2.08,3936,2749,6544,2.97,2.28,4.56,86777,66614,133271,8595,6143,12776,30465,22763,45774
Mozambique,MOZ,AFRO,Low income,2000,2016,80,,"6, 10, 14 weeks;",DTaPHibHepB,9.9,7.1,13.9,478,341,670,9.9,7.1,13.4,2766,1999,3736,3.7,2.5,5.5,177,121,263,7.2,5.2,9.8,2025,1455,2737,297,202,423,1031,731,1411,13247.649,13591.97,14071.231,14636.995,15217.044,15759.132,16248.232,16701.351,17136.78,17584.869,18067.687,18588.758,19139.658,19716.598,20312.705,20923.07,21547.463,22188.387,22846.758,23524.063,24221.405,24939.005,25676.606,26434.372,27212.382,28010.691,2392.239,2840.304,3290.491,3826.733,4339.105,4844.014,2907.584,2979.223,3332.082,3840.589,4330.717,4800.289,5277.752,146.366,135.311,114.099,94.286,78.065,67.325,25,27.495,29.098,29.999,30.955,32.214,,,,,,,,,,,,,,,,,80,79,78,76,76,74,74,75,75,75,75,76,76,76,25,,,,,,,,,,,,7.9,5.8,11.1,12545,9295,17765,7.6,5.8,10.6,75409,57512,104420,3,2,4.7,4883,3334,7571,6.1,4.6,8.5,59863,45409,83665,7631,5388,10905,26758,19760,37788,8.3,6,12.6,8468,6106,12909,7.9,5.8,12.6,50684,37266,80493,3.4,2.29,5.55,3483,2341,5676,6.37,4.65,10.29,40633,29675,65676,4954,3369,7698,17920,12878,27487
Mauritania,MRT,AFRO,Lower middle income,2004,2015,73,51,"birth; 6, 10, 14 weeks;",HepB monovalent; DTwPHibHepB,12.7,9.7,16.3,76,58,98,12.6,9.9,15.7,512,401,639,4.3,2.9,6,26,18,36,10.2,7.9,12.8,416,323,521,50,37,66,172,132,219,2030.14,2085.202,2141.445,2199.791,2261.403,2327.075,2397.245,2471.598,2549.223,2628.803,2709.359,2790.729,2873.228,2957.117,3042.823,3130.72,3220.653,3312.665,3407.541,3506.288,3609.543,3717.672,3830.239,3946.17,4063.92,4182.341,353.026,395.77,447.058,502.39,565.967,640.167,351.551,394.308,439.198,491.688,552.183,618.245,692.471,82.743,79.727,76.2,75.577,72.409,68.002,41.325,45.254,49.244,53.127,56.682,59.859,51,,,,,,,,,,,,,,,,73,84,80,80,75,64,64,74,74,68,42,,,,,,,,,,,,,,,,7.9,5.8,11.1,12545,9295,17765,7.6,5.8,10.6,75409,57512,104420,3,2,4.7,4883,3334,7571,6.1,4.6,8.5,59863,45409,83665,7631,5388,10905,26758,19760,37788,4,3,6,12551,9367,18748,3.6,2.8,5.5,105876,81134,161331,1.25,0.87,2.08,3936,2749,6544,2.97,2.28,4.56,86777,66614,133271,8595,6143,12776,30465,22763,45774
Mauritius,MUS,AFRO,Upper middle income,1996,2016,97,,"6, 10 weeks; 9 months; ","HepB_Pediatric; HepB_Adult (workers at risk, dialysis patients)",2.3,0.3,21.8,2,0,15,2.3,0.3,22,30,3,280,0.6,0.1,7.2,0,0,5,1.9,0.2,18.2,23,3,232,1,0,10,6,1,57,1055.868,1068.439,1082.956,1098.592,1114.137,1128.673,1141.948,1154.14,1165.283,1175.574,1185.145,1193.917,1201.812,1208.994,1215.677,1222.003,1228.098,1233.911,1239.293,1244.024,1247.955,1251.023,1253.371,1255.29,1257.219,1259.456,98.18,111.011,98.583,95.009,80.784,68.947,100.601,108.795,111.518,103.489,96.404,81.929,69.846,23.109,18.468,19.694,13.353,13.212,11.964,43.9,43.284,42.67,41.621,40.579,39.671,,,,,,,,,,,,,,,,,97,97,98,98,98,99,99,99,97,97,97,98,97,88,92,88,85,90,90,,,,,,,,7.9,5.8,11.1,12545,9295,17765,7.6,5.8,10.6,75409,57512,104420,3,2,4.7,4883,3334,7571,6.1,4.6,8.5,59863,45409,83665,7631,5388,10905,26758,19760,37788,5,3.8,6.8,9354,7204,12759,5.4,4.4,7,141515,113024,183077,0.67,0.45,1.05,1267,845,1976,4.57,3.66,5.88,118877,95081,152874,8091,6039,11006,25987,20159,34973
Malawi,MWI,AFRO,Low income,2001,2016,88,,"6, 10, 14 weeks;",DTwPHibHepB,9.8,7.3,13,289,217,384,9.7,7.5,12.6,1669,1287,2167,3,1.9,4.4,89,57,129,6.9,5.3,8.9,1188,904,1530,199,145,272,639,479,850,9437.553,9641.153,9729.717,9755.857,9796.976,9909.088,10109.789,10381.862,10704.744,11044.356,11376.172,11695.863,12013.711,12336.687,12676.038,13039.711,13429.262,13840.969,14271.234,14714.602,15167.095,15627.618,16097.305,16577.147,17068.838,17573.607,1759.939,1834.637,2080.159,2347.792,2721.433,2887.867,1751.88,2133.832,2281.997,2411.806,2651.843,2992.414,3118.445,144.168,132.347,115.456,99.135,79.696,66.484,11.56,13.263,14.61,15.054,15.54,16.272,,,,,,,,,,,,,,,,,88,91,89,96,97,93,93,91,87,99,93,89,84,64,,,,,,,,,,,,,7.9,5.8,11.1,12545,9295,17765,7.6,5.8,10.6,75409,57512,104420,3,2,4.7,4883,3334,7571,6.1,4.6,8.5,59863,45409,83665,7631,5388,10905,26758,19760,37788,8.3,6,12.6,8468,6106,12909,7.9,5.8,12.6,50684,37266,80493,3.4,2.29,5.55,3483,2341,5676,6.37,4.65,10.29,40633,29675,65676,4954,3369,7698,17920,12878,27487
Malaysia,MYS,WPRO,Upper middle income,1988,2000,99,88,"birth; 1, 6 months; 1st contact; +1, +6 months",HepB_Pediatric; HepB_Adult (HCWs),1.7,1.2,2.5,42,30,62,1.7,1.2,2.4,515,373,741,0.2,0.1,0.3,4,3,7,1.1,0.8,1.5,328,241,462,38,26,56,196,136,302,18038.321,18529.454,19012.724,19494.967,19986.894,20495.597,21023.321,21565.325,22113.464,22656.286,23185.608,23698.907,24198.811,24688.703,25174.109,25659.393,26143.566,26625.845,27111.069,27605.383,28112.289,28635.128,29170.456,29706.724,30228.017,30723.155,2438.54,2596.542,2684.24,2536.61,2429.27,2569.345,2282.451,2430.99,2619.215,2691.583,2370.653,2369.674,2524.464,15.813,11.923,8.984,6.766,6.764,6.541,49.794,55.688,61.977,66.594,70.912,74.705,88,90,87,91,95,95,95,99,90,90,90,95,90,90,97,92,99,96,96,97,96,96,96,97,96,95,96,94,95,95,95,97,96,96,97,96,96,94,86,86,89,86,7.3,5.7,9.2,8634,6791,10882,7.3,6,8.9,135566,109881,165204,0.9,0.6,1.3,1096,760,1525,6.2,5.1,7.6,114754,93088,139501,7547,5755,9539,23990,19015,29870,5,3.8,6.8,9354,7204,12759,5.4,4.4,7,141515,113024,183077,0.67,0.45,1.05,1267,845,1976,4.57,3.66,5.88,118877,95081,152874,8091,6039,11006,25987,20159,34973
Namibia,NAM,AFRO,Upper middle income,2009,2014,92,87,"birth; 6, 10, 14 weeks;",HepB_Pediatric; DTwPHibHepB,2.6,2,3.3,9,7,11,2.5,2.1,3.2,63,51,78,0.7,0.5,0.9,2,2,3,2.2,1.8,2.8,54,45,68,6,5,8,19,16,25,1414.692,1465.74,1513.721,1559.983,1606.718,1655.359,1706.489,1758.994,1810.566,1858.042,1899.257,1933.596,1962.147,1986.535,2009.228,2032.196,2055.734,2079.915,2106.375,2137.04,2173.17,2215.621,2263.934,2316.52,2370.992,2425.561,234.128,264.469,276.686,278.814,293.244,335.025,222.974,251.31,283.172,295.587,299.994,310.469,348.936,67.889,60.84,60.258,59.416,46.567,36.393,27.656,29.813,32.373,36.632,41.616,46.66,87,1,,,,,,,,,,,,,,,92,88,89,84,82,83,,,,,,,,,,,,,,,,,,,,,7.9,5.8,11.1,12545,9295,17765,7.6,5.8,10.6,75409,57512,104420,3,2,4.7,4883,3334,7571,6.1,4.6,8.5,59863,45409,83665,7631,5388,10905,26758,19760,37788,5,3.8,6.8,9354,7204,12759,5.4,4.4,7,141515,113024,183077,0.67,0.45,1.05,1267,845,1976,4.57,3.66,5.88,118877,95081,152874,8091,6039,11006,25987,20159,34973
Niger,NER,AFRO,Low income,2008,2016,65,,"6, 10, 14 weeks;",DTwPHibHepB,14,9.8,19.7,582,404,818,13.9,9.8,19.1,2768,1956,3795,6,3.8,9.4,249,156,391,11.6,8.2,16.2,2310,1628,3228,331,224,469,1106,765,1557,8012.861,8272.976,8549.424,8842.415,9151.763,9477.333,9819.964,10180.061,10556.549,10947.829,11352.973,11771.976,12206.002,12656.87,13127.012,13618.449,14132.064,14668.338,15228.525,15813.913,16425.578,17064.636,17731.634,18426.372,19148.219,19896.965,1616.304,1914.676,2342.97,2831.992,3401.391,4066.098,1831.61,2084.452,2415.536,2820.572,3290.771,3822.569,4469.172,138.797,129.7,102.637,88.077,74.75,65.778,15.368,15.773,16.186,16.72,17.559,18.732,,,,,,,,,,,,,,,,,65,68,67,71,75,70,71,,,,,,,,,,,,,,,,,,,,7.9,5.8,11.1,12545,9295,17765,7.6,5.8,10.6,75409,57512,104420,3,2,4.7,4883,3334,7571,6.1,4.6,8.5,59863,45409,83665,7631,5388,10905,26758,19760,37788,8.3,6,12.6,8468,6106,12909,7.9,5.8,12.6,50684,37266,80493,3.4,2.29,5.55,3483,2341,5676,6.37,4.65,10.29,40633,29675,65676,4954,3369,7698,17920,12878,27487
Nigeria,NGA,AFRO,Lower middle income,2004,2007,56,32,"birth; 6, 10, 14 weeks;",HepB monovalent; DTwPHibHepB,6.8,5.3,8.7,2100,1654,2715,6.7,5.4,8.5,12233,9863,15521,2.6,2,3.5,812,611,1078,5.5,4.4,7,9966,8005,12670,1290,987,1705,4369,3414,5704,95269.988,97726.323,100221.563,102761.737,105355.783,108011.465,110732.904,113522.705,116385.75,119327.073,122352.009,125463.434,128666.71,131972.533,135393.616,138939.478,142614.094,146417.024,150347.39,154402.181,158578.261,162877.076,167297.284,171829.303,176460.502,181181.744,16808.704,18592.251,21083.534,24325.632,27699.315,31109.161,18209.501,20090.486,22231.869,24919.472,28057.592,31196.795,34423.618,125.954,125.931,118.558,103.999,89.916,76.301,29.68,32.205,34.84,39.074,43.48,47.776,32,32,32,32,31,29,20,11,2,,,,,,,,56,49,45,42,46,49,63,41,42,27,18,,,,,,,,,,,,,,,,7.9,5.8,11.1,12545,9295,17765,7.6,5.8,10.6,75409,57512,104420,3,2,4.7,4883,3334,7571,6.1,4.6,8.5,59863,45409,83665,7631,5388,10905,26758,19760,37788,4,3,6,12551,9367,18748,3.6,2.8,5.5,105876,81134,161331,1.25,0.87,2.08,3936,2749,6544,2.97,2.28,4.56,86777,66614,133271,8595,6143,12776,30465,22763,45774
Nicaragua,NIC,PAHO,Lower middle income,1998,2016,98,,"2, 4, 6 months; ",DTwPHibHepB; HepB_Adult (risk groups),0.5,0.2,1,3,1,6,0.5,0.2,1,32,14,60,0.1,0.1,0.3,1,0,2,0.4,0.2,0.8,25,11,47,2,1,5,9,4,18,4144.565,4236.801,4331.277,4426.58,4520.725,4612.228,4700.779,4786.64,4869.626,4949.66,5026.796,5100.75,5171.734,5240.879,5309.703,5379.328,5450.211,5522.106,5594.506,5666.581,5737.723,5807.82,5877.108,5945.747,6013.997,6082.035,694.178,688.541,666.102,637.154,630.293,605.548,746.207,751.866,729.197,694.541,658.731,648.629,620.154,64.995,47.994,33.578,26.437,24.01,19.956,52.337,53.534,54.737,55.933,57.255,58.779,,,,,,,,,,,,,,,,,98,98,98,98,98,98,98,97,93,88,86,79,86,85,87,83,80,,,,,,,,,,0.9,0.6,2.4,675,417,1790,0.9,0.6,2.1,8345,5485,20385,0.2,0.1,0.5,133,73,406,0.7,0.4,1.6,6623,4359,16088,540,330,1395,2072,1320,5198,4,3,6,12551,9367,18748,3.6,2.8,5.5,105876,81134,161331,1.25,0.87,2.08,3936,2749,6544,2.97,2.28,4.56,86777,66614,133271,8595,6143,12776,30465,22763,45774
